DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities
Allahabad,MEJA,GEN,SARVESH CHANDRA,M,GEN,32,NINSHAD,11535,4,4,Post Graduate,"Rs 16,60,512",Rs 0
Chandauli,MUGHALSARAI,GEN,TILAK DHARI,M,GEN,42,BSP,57219,3,4,8th Pass,"Rs 44,24,244","Rs 8,29,920"
Ghaziabad,MURADNAGAR,GEN,SURENDER PRAKASH,M,GEN,70,INC,49989,3,4,8th Pass,"Rs 7,12,27,311","Rs 1,00,000"
Bareilly,NAWABGANJ,GEN,SHAILA TAHIR,F,GEN,54,IEMC,36761,3,4,10th Pass,"Rs 1,60,22,000",Rs 0
Kheri,NIGHASAN,GEN,KRISHNA GOPAL PATEL,M,GEN,59,SP,61364,2,4,Post Graduate,"Rs 3,83,30,151","Rs 11,48,755"
Allahabad,PRATAPPUR,GEN,SANTOSH KUMAR,M,GEN,40,IND,7264,4,4,Post Graduate,"Rs 1,94,63,806","Rs 16,53,541"
PILIBHIT,PURANPUR,SC,BABU RAM,M,SC,54,BJP,128493,1,4,Graduate Professional,"Rs 43,73,780","Rs 10,00,000"
Pratapgarh,RANIGANJ,GEN,ABHAY KUMAR URF DHIRAJ OJHA,M,GEN,37,BJP,67031,1,4,Graduate Professional,"Rs 1,46,05,971","Rs 14,25,948"
Basti,RUDHAULI,GEN,SANJAY PRATAP JAISWAL,M,GEN,45,BJP,90228,1,4,10th Pass,"Rs 95,68,447","Rs 9,15,000"
Shahjahanpur,SHAHJAHANPUR,GEN,TANVEER KHAN,M,GEN,46,SP,81531,2,4,Graduate,"Rs 1,47,87,582",Rs 0
Firozabad,SIRSAGANJ,GEN,RAGHVENDRA SINGH,M,GEN,43,BSP,20920,3,4,Graduate,"Rs 5,67,59,519","Rs 29,05,942"
Gonda,TARABGANJ,GEN,INDRA BAHADUR SINGH  ALIS PAPPU,M,GEN,44,BSP,29332,3,4,Graduate,"Rs 3,90,03,838","Rs 1,14,61,154"
Ghazipur,ZAMANIA,GEN,OM PRAKASH,M,GEN,57,SP,49557,3,4,Post Graduate,"Rs 3,03,12,320","Rs 6,07,054"
Agra,AGRA NORTH,GEN,JAGAN PRASAD GARG,M,GEN,64,BJP,135120,1,5,Graduate,"Rs 16,78,04,565","Rs 11,47,85,000"
Aligarh,ALIGARH,GEN,SANJEEV RAJA,M,GEN,55,BJP,113752,1,5,Graduate Professional,"Rs 56,62,520",Rs 0
Bijnor,BIJNOR,GEN,RASHID AHMAD,M,GEN,56,BSP,49788,3,5,Literate,"Rs 3,13,20,000","Rs 21,00,000"
Bulandsahar,BULANDSHAHR,GEN,SHRIBHAGWAN SHARMA,M,GEN,42,RLD,17216,4,5,10th Pass,"Rs 2,72,18,388",Rs 0
Gorakhpur,CAIMPIYARGANJ,GEN,ANANDA NISHAD,M,GEN,41,BSP,39243,3,5,10th Pass,"Rs 11,32,327","Rs 1,37,240"
Mirzapur,CHUNAR,GEN,RAMRAJ SINGH PATEL,M,GEN,52,IND,17009,4,5,Post Graduate,"Rs 55,60,640","Rs 2,77,190"
Saharanpur,GANGOH,GEN,PRADEEP KUMAR,M,GEN,46,BJP,99446,1,5,Post Graduate,"Rs 1,35,52,268","Rs 11,00,420"
Meerut,HASTINAPUR,SC,YOGESH VERMA,M,SC,48,BSP,63374,2,5,12th Pass,"Rs 2,68,75,816","Rs 78,37,052"
Fatehpur,JAHANABAD,GEN,ADITYA PANDEY,M,GEN,55,RLD,21812,4,5,Post Graduate,"Rs 4,57,44,230","Rs 54,73,210"
Kheri,LAKHIMPUR,GEN,YOGESH VERMA,M,GEN,43,BJP,122677,1,5,12th Pass,"Rs 2,68,75,816","Rs 78,37,052"
Ghaziabad,LONI,GEN,NANDKISHOR,M,GEN,41,BJP,113088,1,5,Post Graduate,"Rs 1,48,62,924","Rs 4,49,817"
Sitapur,MAHOLI,GEN,MAHESH CHANDRA MISHRA,M,GEN,53,BSP,60917,3,5,12th Pass,"Rs 1,19,06,324","Rs 4,10,000"
Mirzapur,MIRZAPUR,GEN,KAILASH NATH CHAURASIYA,M,GEN,58,SP,51784,2,5,8th Pass,"Rs 2,93,58,660",Rs 0
Baharaich,PAYAGPUR,GEN,MUKESH SRIVASTAVA ALIAS GYANENDERA PRATAP,M,GEN,40,SP,60713,2,5,12th Pass,"Rs 3,86,44,472","Rs 95,76,778"
Rampur,RAMPUR,GEN,DR. TANVEER AHMAD KHAN,M,GEN,50,BSP,54248,3,5,Post Graduate,"Rs 4,07,86,053","Rs 34,37,007"
Pratapgarh,RAMPUR KHAS,GEN,NAGESH PRATAP SINGH URF CHHOTE SARKAR,M,GEN,29,BJP,64397,2,5,Graduate Professional,"Rs 22,08,339","Rs 1,78,405"
Ballia,RASARA,GEN,RAM IQBAL,M,GEN,57,BJP,58385,2,5,Graduate Professional,"Rs 3,95,46,150","Rs 1,32,09,183"
Chandauli,SAIYADRAJA,GEN,SUSHIL SINGH,M,GEN,38,BJP,78869,1,5,12th Pass,"Rs 13,63,77,517","Rs 1,72,17,882"
Meerut,SARDHANA,GEN,SANGEET SINGH SOM,M,GEN,37,BJP,97921,1,5,12th Pass,"Rs 31,06,56,322","Rs 2,37,35,534"
Hardoi,SAWAYAZPUR,GEN,DR. ANUPAM DUBEY ADVOCATE,M,GEN,41,BSP,59791,3,5,Graduate Professional,"Rs 2,40,67,548","Rs 9,14,234"
Varanasi,SEVAPURI,GEN,MAHENDRA KUMAR PANDEY,M,GEN,47,BSP,35657,3,5,Graduate,"Rs 5,84,00,000","Rs 87,16,000"
Ghazipur,ZAMANIA,GEN,KARTAR SINGH YADAV,M,GEN,26,IND,12206,4,5,10th Pass,"Rs 83,36,354","Rs 1,68,71,020"
Deoria,BHATPAR RANI,GEN,ASHWANI KUMAR SINGH,M,GEN,28,IND,13497,4,6,Post Graduate,"Rs 1,08,94,000","Rs 6,00,000"
Budaun,BILSI,GEN,VIMAL KRISHAN AGARWAL ALIAS PAPPI,M,GEN,57,SP,50848,3,6,12th Pass,"Rs 8,51,26,535",Rs 0
Muzaffarnagar,BUDHANA,GEN,UMESH MALIK,M,GEN,51,BJP,97781,1,6,Graduate,"Rs 1,73,53,868","Rs 40,93,085"
Mahoba,CHARKHARI,GEN,BRIJBHUSHAN RAJPOOT ALIAS GUDDU BHAIYA,M,GEN,35,BJP,98360,1,6,Graduate,"Rs 16,64,13,023","Rs 25,10,569"
Firozabad,FIROZABAD,GEN,MANISH ASIJA,M,GEN,52,BJP,102654,1,6,Graduate,"Rs 7,26,71,267","Rs 73,93,142"
Shahjahanpur,KATRA,GEN,RAJESH YADAV,M,GEN,46,SP,59779,2,6,Graduate Professional,"Rs 5,50,88,232","Rs 18,98,752"
Baharaich,MAHASI,GEN,SURESHWAR SINGH,M,GEN,58,BJP,104654,1,6,12th Pass,"Rs 1,63,46,286","Rs 12,86,438"
Saharanpur,NAKUR,GEN,IMRAN MASOOD,M,GEN,46,INC,90318,2,6,12th Pass,"Rs 4,50,48,336",Rs 0
Ballia,PHEPHANA,GEN,UPENDRA TIWARI,M,GEN,45,BJP,70588,1,6,Post Graduate,"Rs 1,21,50,033","Rs 10,95,473"
Chandauli,SAKALDIHA,GEN,PRABHUNARAYAN YADAV,M,GEN,53,SP,79875,1,6,Graduate,"Rs 1,40,48,917","Rs 25,40,000"
Meerut,SARDHANA,GEN,HAFIZ IMRAN YAQOOB,M,GEN,32,BSP,57239,3,6,10th Pass,"Rs 4,06,45,513",Rs 0
Sitapur,SEVATA,GEN,RAMPAL YADAV,M,GEN,52,LD,13130,4,6,12th Pass,"Rs 2,01,30,667",Rs 0
Sitapur,SITAPUR,GEN,RADHEY SHYAM JAISWAL,M,GEN,56,SP,74011,2,6,8th Pass,"Rs 3,05,74,181","Rs 7,17,188"
Ambedkar Nagar,TANDA,GEN,IRFAN PATHAN,M,GEN,39,AIMIM,2070,4,6,Graduate,"Rs 13,74,629","Rs 1,01,789"
Varanasi,VARANASI CANTT.,GEN,ANIL SRIVASTAV,M,GEN,60,INC,71283,2,6,Post Graduate,"Rs 5,09,73,488","Rs 46,50,690"
Agra,AGRA SOUTH,GEN,YOGENDRA UPADHYAYA,M,GEN,61,BJP,111882,1,7,Post Graduate,"Rs 1,84,27,155",Rs 0
Allahabad,ALLAHABAD SOUTH,GEN,NAND GOPAL GUPTA NANDI,M,GEN,42,BJP,93011,1,7,10th Pass,"Rs 57,11,03,000","Rs 26,02,65,000"
Faizabad,AYODHYA,GEN,TEJ NARAYAN PANDEY ALIAS PAWAN PANDEY,M,GEN,36,SP,56574,2,7,Post Graduate,"Rs 11,03,750","Rs 21,13,122"
Baghpat,BAGHPAT,GEN,DR.KULDEEP UJJWAL,M,GEN,42,INC,19091,4,7,Doctorate,"Rs 20,85,678",Rs 0
PILIBHIT,BISALPUR,GEN,AGYASH RAM SARAN VERMA,M,GEN,68,BJP,103498,1,7,Graduate Professional,"Rs 1,07,37,600","Rs 2,90,000"
Gorakhpur,CHILLUPAR,GEN,RAM BHUAL NISHAD,M,GEN,57,SP,55422,3,7,Graduate,"Rs 1,84,45,384",Rs 0
Etah,ETAH,GEN,JUGENDRA SINGH YADAV,M,GEN,47,SP,61387,2,7,Graduate,"Rs 18,76,33,498","Rs 32,22,665"
Agra,FATEHPUR SIKRI,GEN,BRIJESH KUMAR CHAHAR,M,GEN,41,RLD,38307,3,7,Post Graduate,"Rs 65,00,000",Rs 0
Balrampur,GAINSARI,GEN,SHAILESH KUMAR SINGH,M,GEN,48,BJP,55716,1,7,Post Graduate,"Rs 2,03,09,830",Rs 0
Faizabad,GOSHAINGANJ,GEN,INDRA PRATAP ALIAS KHABBU TIWARI,M,GEN,47,BJP,89586,1,7,12th Pass,"Rs 17,32,000","Rs 4,42,000"
Mahoba,MAHOBA,GEN,ARIMARDAN SINGH,M,GEN,67,BSP,41915,3,7,10th Pass,"Rs 10,26,43,975",Rs 0
Chandauli,MUGHALSARAI,GEN,BABULAL,M,GEN,53,SP,74158,2,7,Graduate Professional,"Rs 1,77,05,094",Rs 0
Chandauli,MUGHALSARAI,GEN,SADHANA SINGH,F,GEN,42,BJP,87401,1,7,Graduate,"Rs 1,12,23,629","Rs 2,51,655"
Bijnor,NOORPUR,GEN,LOKENDRA SINGH,M,GEN,40,BJP,79172,1,7,Post Graduate,"Rs 1,12,49,154","Rs 15,20,516"
Varanasi,PINDRA,GEN,BABULAL,M,GEN,51,BSP,53765,2,7,Graduate Professional,"Rs 1,77,05,094",Rs 0
Jaunpur,SHAHGANJ,GEN,SHAILENDRA YADAV LALAI,M,GEN,52,SP,67818,1,7,Graduate,"Rs 15,74,01,859",Rs 0
Firozabad,SIRSAGANJ,GEN,HARIOM YADAV,M,GEN,58,SP,90281,1,7,Graduate,"Rs 5,52,05,913","Rs 12,00,000"
Sultanpur,SULTANPUR,GEN,ANOOP SANDA,M,GEN,48,SP,53238,3,7,Graduate,"Rs 9,48,22,526","Rs 31,50,776"
Firozabad,TUNDLA,SC,SATYAPAL SINGH BAGHEL,M,SC,56,BJP,118584,1,7,Doctorate,"Rs 3,46,68,212",Rs 0
Ballia,BAIRIA,GEN,SURENDRA,M,GEN,55,BJP,64868,1,8,Post Graduate,"Rs 72,32,825","Rs 50,000"
Hardoi,BALAMAU,SC,SURENDRA KUMAR,M,SC,42,JAM,7734,4,8,Graduate,"Rs 71,70,000",Rs 0
Hardoi,BALAMAU,SC,SUSHILA SAROJ,F,SC,65,SP,43507,3,8,Post Graduate,"Rs 9,94,04,805",Rs 0
Bijnor,DHAMPUR,GEN,ASHOK KUMAR RANA,M,GEN,57,BJP,82169,1,8,12th Pass,"Rs 6,27,53,223","Rs 1,10,38,871"
Kheri,GOLA GOKRANNATH,GEN,ARVIND GIRI,M,GEN,60,BJP,122497,1,8,Graduate Professional,"Rs 3,13,22,571","Rs 30,88,157"
Faizabad,GOSHAINGANJ,GEN,ABHAY SINGH,M,GEN,42,SP,77966,2,8,Graduate,"Rs 5,29,62,105","Rs 11,50,442"
Kushinagar,HATA,GEN,RADHESHYAM SINGH,M,GEN,53,SP,50788,2,8,Post Graduate,"Rs 4,18,33,600","Rs 72,78,520"
Jaunpur,MACHHLISHAHR,SC,SUSHILA SAROJ,F,SC,46,BSP,52796,3,8,Post Graduate,"Rs 9,94,04,805",Rs 0
Allahabad,MEJA,GEN,SURENDRA,M,GEN,58,BSP,44622,3,8,Post Graduate,"Rs 72,32,825","Rs 50,000"
Ghazipur,MOHAMMADABAD,GEN,SURENDRA,M,GEN,51,CPI,2503,4,8,Post Graduate,"Rs 72,32,825","Rs 50,000"
Rae Bareli,SARENI,GEN,DHIRENDRA BAHADUR SINGH,M,GEN,46,BJP,65873,1,8,Graduate Professional,"Rs 46,14,697","Rs 2,00,000"
Allahabad,SORAON,SC,SURENDRA KUMAR,M,SC,41,BJP,6522,4,8,Graduate,"Rs 71,70,000",Rs 0
Varanasi,VARANASI NORTH,GEN,ABDUL SAMAD ANSARI,M,GEN,42,INC,70515,2,8,10th Pass,"Rs 3,47,52,230",Rs 0
Hamirpur,HAMIRPUR,GEN,ASHOK KUMAR SINGH CHANDEL,M,GEN,61,BJP,110888,1,9,Graduate Professional,"Rs 2,21,09,446","Rs 62,90,026"
Gorakhpur,SAHAJANWA,GEN,YASPAL SINGH RAWAT,M,GEN,40,SP,56836,2,9,10th Pass,"Rs 1,72,99,300","Rs 3,30,534"
Kanpur Nagar,BITHOOR,GEN,ABHIJEET SINGH SANGA,M,SC,34,BJP,113289,1,10,Graduate,"Rs 4,42,74,840","Rs 3,90,000"
Chitrakoot,CHITRAKOOT,GEN,VEER SINGH,M,GEN,37,SP,63430,2,10,12th Pass,"Rs 3,66,21,377","Rs 48,12,000"
Ghaziabad,DHOLANA,GEN,AAASLAM CHOUDHARY,M,GEN,49,BSP,88580,1,10,8th Pass,"Rs 5,34,00,236","Rs 11,84,304"
Saharanpur,RAMPUR MANIHARAN,SC,VISHVA DAYAL CHHOTAN,M,SC,36,INC,61787,3,10,Graduate,"Rs 1,35,30,000","Rs 11,00,000"
Jaunpur,BADLAPUR,GEN,SABHAPATI,M,GEN,44,NINSHAD,15565,4,11,12th Pass,"Rs 49,98,953",Rs 0
Faizabad,BIKAPUR,GEN,JITENDRA SINGH,M,GEN,49,BSP,49690,3,11,12th Pass,"Rs 3,47,34,553","Rs 44,00,000"
Sant Kabir Nagar,KHALILABAD,GEN,DR. MOHD. AYUB,M,GEN,61,PECP,42041,3,11,Post Graduate,"Rs 3,45,05,034","Rs 75,81,552"
Azamgarh,SAGRI,GEN,GOPAL NISHAD,M,GEN,55,IND,5876,4,11,Graduate Professional,"Rs 1,34,000",Rs 0
Chandauli,SAIYADRAJA,GEN,SHYAM NARAYAN SINGH,M,GEN,42,BSP,64375,2,11,12th Pass,"Rs 2,83,22,125","Rs 1,07,98,266"
Sonbhadra,DUDDHI,ST,HAR IRAM,M,ST,51,ADAL,64399,1,12,10th Pass,"Rs 1,06,24,000","Rs 16,00,000"
Bijnor,CHANDPUR,GEN,SHER BAAZ KHAN,M,GEN,41,INC,15826,4,13,Graduate Professional,"Rs 2,17,87,199","Rs 9,17,000"
Sultanpur,ISAULI,GEN,YASH BHADRA SINGH MONU,M,GEN,38,RLD,43026,3,13,Post Graduate,"Rs 11,39,14,141","Rs 26,56,717"
Muzaffarnagar,KHATAULI,GEN,SHAHNAWAZ RANA,M,GEN,44,RLD,12846,4,13,Graduate Professional,"Rs 7,12,41,239","Rs 1,20,23,000"
Lucknow,LUCKNOW CENTRAL,GEN,RAVIDAS MEHROTRA,M,GEN,61,SP,73306,2,13,Graduate Professional,"Rs 93,72,605",Rs 0
Chandauli,SAKALDIHA,GEN,UPENDRA,M,GEN,34,BSP,52175,3,13,Post Graduate,"Rs 2,61,49,484","Rs 77,16,965"
Ghazipur,ZAMANIA,GEN,ATUL KUMAR,M,GEN,40,BSP,67559,2,13,Graduate,"Rs 3,32,66,670","Rs 27,76,935"
Azamgarh,ATRAULIYA,GEN,AKHAND PRATAP SINGH,M,GEN,41,BSP,56536,3,14,12th Pass,"Rs 91,91,600","Rs 2,50,000"
Rampur,CHAMRAUA,GEN,ALI YUSUF ALI,M,GEN,42,BSP,53024,2,14,10th Pass,"Rs 3,63,77,573","Rs 10,00,000"
Sant Kabir Nagar,MENHDAWAL,GEN,ANIL KUMAR TRIPATHI,M,GEN,51,BSP,44062,2,15,Others,"Rs 7,68,38,606",Rs 0
Sant Ravidas Nagar,GYANPUR,GEN,VIJAY MISHRA,M,GEN,63,NINSHAD,66448,1,16,12th Pass,"Rs 8,05,19,726","Rs 22,39,588"
Mau,MAU,GEN,MUKHTAR ANSARI,M,GEN,57,BSP,96793,1,16,Graduate,"Rs 21,88,57,273","Rs 6,91,40,786"
Kushinagar,TAMKUHI RAJ,GEN,AJAY KUMAR LALLU,M,GEN,38,INC,61211,1,16,Post Graduate,"Rs 3,29,072","Rs 5,57,722"
Meerut,SARDHANA,GEN,ATUL PRADHAN,M,GEN,33,SP,76296,2,20,Graduate,"Rs 2,06,54,742","Rs 6,01,073"
Azamgarh,AZAMGARH,GEN,BHUPENDRA,M,GEN,44,BSP,58185,3,21,Graduate Professional,"Rs 1,03,15,000","Rs 14,30,974"
Mathura,CHHATA,GEN,MANOJ PATHAK,M,GEN,43,BSP,41290,3,22,Graduate Professional,"Rs 17,14,58,253","Rs 3,83,91,747"
Sitapur,SEVATA,GEN,SHIV KUMAR GUPTA,M,GEN,60,SP,43488,3,30,12th Pass,"Rs 19,01,66,768","Rs 6,78,88,650"
Etah,ALIGANJ,GEN,AWADHPAL SINGH YADAV,M,GEN,56,BSP,46275,3,36,12th Pass,"Rs 2,43,83,005","Rs 40,00,000"
