DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities
Agra,FATEHABAD,GEN,UMESH SHARMA SAITHIYA,M,GEN,43,BSP,35050,3,1,12th Pass,"Rs 4,27,14,393","Rs 1,90,83,950"
Balrampur,GAINSARI,GEN,ALAUDDIN,M,GEN,62,BSP,53413,2,1,8th Pass,"Rs 2,21,80,166","Rs 25,88,553"
Balrampur,GAINSARI,GEN,DR.SHIV PRATAP YADAV,M,GEN,65,SP,46378,3,1,10th Pass,"Rs 29,83,178",Rs 0
Jhansi,GARAUTHA,GEN,DEEP NARAYAN SINGH (DEEPAK YADAV),M,GEN,47,SP,77547,2,1,Graduate,"Rs 27,18,41,529","Rs 5,67,35,435"
Jhansi,GARAUTHA,GEN,DR. ARUN KUMAR MISHRA,M,GEN,49,BSP,48387,3,1,Literate,"Rs 92,69,287","Rs 1,00,000"
Jhansi,GARAUTHA,GEN,JAWAHAR LAL RAJPOOT,M,GEN,54,BJP,93378,1,1,Graduate Professional,"Rs 1,20,16,878","Rs 7,71,050"
Hapur,GARHMUKTESHWAR,GEN,PRASHANT CHAUDHARY,M,GEN,49,BSP,55792,2,1,Post Graduate,"Rs 26,57,31,343","Rs 59,17,980"
Kanpur Nagar,GHATAMPUR,SC,RAJENDRA,M,SC,37,NINSHAD,2813,4,1,Not Given,"Rs 40,02,000","Rs 8,00,000"
Ghaziabad,GHAZIABAD,GEN,DHIRENDRA,M,GEN,37,IND,2136,4,1,Graduate,"Rs 14,19,69,741","Rs 88,48,379"
Ghazipur,GHAZIPUR,GEN,RAJESH KUSHWAHA,M,GEN,39,SP,59483,2,1,Graduate Professional,"Rs 2,36,63,418","Rs 18,82,514"
Sonbhadra,GHORAWAL,GEN,RAMESH CHANDRA DUBEY,M,GEN,50,SP,56656,2,1,12th Pass,"Rs 5,56,98,890","Rs 42,36,086"
Kheri,GOLA GOKRANNATH,GEN,VINAY TIWARI,M,GEN,47,SP,67480,2,1,10th Pass,"Rs 6,57,88,479","Rs 26,37,491"
Gonda,GONDA,GEN,PRATEEK BHUSHAN SINGH,M,GEN,32,BJP,58254,1,1,Graduate Professional,"Rs 4,89,08,815",Rs 0
Azamgarh,GOPALPUR,GEN,KAMLA PRASAD YADAV,M,GEN,55,BSP,54271,3,1,Post Graduate,"Rs 94,25,576",Rs 0
Gorakhpur,GORAKHPUR RURAL,GEN,BIPIN SINGH,M,GEN,51,BJP,83686,1,1,Graduate,"Rs 4,33,86,078","Rs 6,43,000"
Gorakhpur,GORAKHPUR URBAN,GEN,JANARDAN CHOUDHARI,M,GEN,47,BSP,24297,3,1,12th Pass,"Rs 2,67,06,206",Rs 0
Mathura,GOVERDHAN,GEN,KARINDA SINGH,M,GEN,63,BJP,93538,1,1,Graduate,"Rs 11,77,61,931","Rs 33,46,111"
Kanpur Nagar,GOVINDNAGAR,GEN,AMBUJ SHIKLA,M,GEN,49,INC,40520,2,1,Post Graduate,"Rs 83,68,000","Rs 15,50,000"
Sant Ravidas Nagar,GYANPUR,GEN,MAHENDRA KUMAR BIND,M,GEN,44,BJP,46218,2,1,Graduate,"Rs 2,42,07,232",Rs 0
Barabanki,HAIDERGARH,SC,BAIJNATH RAWAT,M,SC,63,BJP,97497,1,1,Post Graduate,"Rs 1,24,16,501","Rs 35,92,204"
Hamirpur,HAMIRPUR,GEN,ANUDDIN (MAULANA KHAN),M,GEN,39,NINSHAD,8513,4,1,Graduate,"Rs 43,14,506",Rs 0
Hamirpur,HAMIRPUR,GEN,SANJEEV KUMAR URF SANJAY DIXIT,M,GEN,34,BSP,60543,3,1,Graduate,"Rs 3,25,58,073",Rs 0
Allahabad,HANDIA,GEN,AWADHESH KUMAR TIWARI,M,GEN,49,IND,2995,4,1,Graduate,"Rs 3,39,22,135","Rs 1,32,60,615"
Hardoi,HARDOI,GEN,DHARMVEER SINGH,M,GEN,59,BSP,30628,3,1,10th Pass,"Rs 2,00,59,000","Rs 23,30,000"
Hardoi,HARDOI,GEN,RAJA BUX SINGH,M,GEN,56,BJP,92626,2,1,Graduate,"Rs 2,21,27,000","Rs 5,00,000"
Basti,HARRAIYA,GEN,AJAY KUMAR SINGH,M,GEN,43,BJP,97014,1,1,Post Graduate,"Rs 7,42,10,574","Rs 65,00,000"
Basti,HARRAIYA,GEN,RAJKISHOR SINGH,M,GEN,48,SP,66908,2,1,Graduate,"Rs 4,94,91,003",Rs 0
Basti,HARRAIYA,GEN,VIPIN KUMAR SHUKLA,M,GEN,46,BSP,39749,3,1,10th Pass,"Rs 7,47,25,290","Rs 1,97,33,511"
Kushinagar,HATA,GEN,PAWAN KUMAR,M,GEN,52,BJP,103864,1,1,Graduate Professional,"Rs 56,74,000","Rs 4,550"
Aligarh,IGLAS,SC,RAJENDRA KUMAR,M,SC,52,BSP,53200,2,1,Graduate,"Rs 2,07,87,906","Rs 6,00,000"
Fatehpur,JAHANABAD,GEN,MADANGOPAL VERMA,M,GEN,58,SP,33832,2,1,12th Pass,"Rs 3,38,35,428","Rs 43,16,813"
Ghazipur,JAKHANIAN,SC,GAREEB,M,SC,54,SP,79001,2,1,Post Graduate,"Rs 39,46,803",Rs 0
Etah,JALESAR,SC,MOHAN SINGH HAPPY,M,SC,34,BSP,35817,3,1,Literate,"Rs 32,33,500",Rs 0
Jaunpur,JAUNPUR,GEN,GIRISH CHANDRA YADAV,M,GEN,43,BJP,90324,1,1,Graduate Professional,"Rs 13,50,071","Rs 64,040"
Jhansi,JHANSI NAGAR,GEN,RAKESH KUMAR SEN,M,GEN,38,PSJP,1965,4,1,Graduate,"Rs 55,35,000","Rs 7,00,000"
Jhansi,JHANSI NAGAR,GEN,RAVI SHARMA,M,GEN,46,BJP,117873,1,1,Graduate Professional,"Rs 5,31,29,576","Rs 1,35,86,608"
Jalaun,KALPI,GEN,CHHOTE SINGH,M,GEN,46,BSP,54504,2,1,Graduate,"Rs 2,16,07,000","Rs 25,00,000"
Jalaun,KALPI,GEN,KU. NARENDRA PAL SINGH,M,GEN,64,BJP,105988,1,1,Graduate,"Rs 1,23,01,736","Rs 3,24,567"
Kanpur Nagar,KALYANPUR,GEN,NILIMA KATIYAR,F,GEN,44,BJP,86620,1,1,Post Graduate,"Rs 2,53,45,903","Rs 17,03,357"
Kannauj,KANNAUJ,SC,BANWARI LAL DOHARE,M,SC,65,BJP,97181,2,1,Graduate Professional,"Rs 1,99,61,594","Rs 2,10,000"
Siddharthnagar,KAPILVASTU,SC,SHYAM DHANI,M,SC,64,BJP,114082,1,1,Graduate,"Rs 15,76,105","Rs 2,52,928"
Allahabad,KARACHHANA,GEN,DEEPAK PATEL,M,GEN,37,BSP,40998,3,1,Post Graduate,"Rs 10,09,87,680","Rs 90,00,837"
Kasganj,KASGANJ,GEN,HASRAT ULLAH SHERVANI,M,GEN,57,SP,49878,2,1,12th Pass,"Rs 6,37,29,264","Rs 13,04,600"
Kasganj,KASGANJ,GEN,SUDHIR ALIAS PAPPU YADAV,M,GEN,48,MD,22250,4,1,Graduate,"Rs 3,12,65,796","Rs 56,63,000"
Kheri,KASTA,SC,RAJESH KUMAR,M,SC,53,BSP,41778,3,1,12th Pass,"Rs 2,74,27,980",Rs 0
Ambedkar Nagar,KATEHARI,GEN,AJAY PRATAP SINGH,M,GEN,37,NINSHAD,18721,4,1,12th Pass,"Rs 49,05,62,192","Rs 1,50,00,000"
Ambedkar Nagar,KATEHARI,GEN,JAISHANKAR PANDEY,M,GEN,68,SP,45532,3,1,Graduate Professional,"Rs 95,42,549","Rs 1,85,511"
Gonda,KATRA BAZAR,GEN,BAIJ NATH,M,GEN,59,SP,61284,2,1,Graduate,"Rs 2,16,42,569","Rs 17,39,543"
Kushinagar,KHADDA,GEN,VIJAY PRATAP KUSHWAHA,M,GEN,38,BSP,44040,2,1,Graduate Professional,"Rs 67,18,862","Rs 5,00,000"
Fatehpur,KHAGA,SC,KRISHNA PASWAN,F,SC,53,BJP,94954,1,1,10th Pass,"Rs 1,70,41,156","Rs 22,42,867"
Fatehpur,KHAGA,SC,OM PRAKASH GIHAR,M,SC,45,INC,38520,2,1,Post Graduate,"Rs 44,02,000","Rs 10,00,000"
Aligarh,KHAIR,SC,PRASHANT KUMAR,M,SC,47,SP,7496,4,1,12th Pass,"Rs 6,24,800",Rs 0
Gorakhpur,KHAJANI,SC,VIDYA SAGAR,M,SC,47,NINSHAD,11289,4,1,12th Pass,"Rs 72,21,424","Rs 13,00,000"
Sant Kabir Nagar,KHALILABAD,GEN,MASHHOOR ALAM CHOUDHARY,M,GEN,52,BSP,56024,2,1,12th Pass,"Rs 15,75,68,642","Rs 14,10,074"
Bulandsahar,KHURJA,SC,ARJUN SINGH,M,SC,61,BSP,55194,2,1,Post Graduate,"Rs 3,61,33,631",Rs 0
Kanpur Nagar,KIDWAI NAGAR,GEN,AJAY KAPOOR,M,GEN,51,INC,77424,2,1,Graduate,"Rs 31,39,90,086","Rs 9,15,29,107"
Kanpur Nagar,KIDWAI NAGAR,GEN,SANDEEP KUMAR,M,GEN,29,BSP,13273,3,1,Post Graduate,"Rs 8,19,26,320","Rs 1,87,40,500"
Aligarh,KOIL,GEN,ANIL PARASHAR,M,GEN,46,BJP,93814,1,1,Graduate Professional,"Rs 4,94,60,030","Rs 1,26,12,097"
Pratapgarh,KUNDA,GEN,RAGHURAJ PRATAP SINGH,M,GEN,43,IND,136597,1,1,Graduate,"Rs 14,25,84,083",Rs 0
Sitapur,LAHARPUR,GEN,ANIL KUMAR VERMA,M,GEN,52,INC,67102,3,1,Graduate,"Rs 1,48,82,633","Rs 4,00,000"
Kheri,LAKHIMPUR,GEN,SHASHIDHAR MISHRA NAAME MAHRAJ,M,GEN,52,BSP,39068,3,1,Post Graduate,"Rs 15,61,95,690","Rs 6,76,61,685"
Sultanpur,LAMBHUA,GEN,VINOD SINGH,M,GEN,59,BSP,65724,2,1,Graduate Professional,"Rs 8,75,11,951","Rs 38,47,771"
Lucknow,LUCKNOW CENTRAL,GEN,BRIJESH PATHAK,M,GEN,50,BJP,78400,1,1,Graduate Professional,"Rs 2,37,67,193",Rs 0
Lucknow,LUCKNOW EAST,GEN,ASHUTOSH TANDAN,M,GEN,56,BJP,135167,1,1,Graduate,"Rs 5,97,22,374",Rs 0
Lucknow,LUCKNOW NORTH,GEN,AJAY KUMAR SRIVASTAVA,M,GEN,40,BSP,29955,3,1,Graduate,"Rs 2,91,54,962","Rs 36,12,567"
Lucknow,LUCKNOW WEST,GEN,SURESH KUMAR SHRIVASTAV,M,GEN,72,BJP,93022,1,1,Graduate Professional,"Rs 1,26,48,215",Rs 0
Maharajganj,MAHARAJGANJ,SC,JAIMANGAL,M,SC,43,BJP,125154,1,1,8th Pass,"Rs 1,11,85,128","Rs 4,12,488"
Kanpur Nagar,MAHARAJPUR,GEN,RAJARAM PAL,M,GEN,55,INC,18697,4,1,Graduate Professional,"Rs 1,59,03,018","Rs 37,00,000"
Kanpur Nagar,MAHARAJPUR,GEN,SATISH MAHANA,M,GEN,56,BJP,132394,1,1,Graduate,"Rs 20,08,40,592","Rs 38,19,203"
Baharaich,MAHASI,GEN,KRISHNA KUMAR OJHA,M,GEN,45,BSP,34685,3,1,12th Pass,"Rs 1,26,80,025","Rs 20,49,033"
Mainpuri,MAINPURI,GEN,MAHARAJ SINGH,M,GEN,56,BSP,48314,3,1,10th Pass,"Rs 3,56,01,348","Rs 8,16,636"
Mainpuri,MAINPURI,GEN,SATYENDRA SINGH,M,GEN,36,MHP,1257,4,1,10th Pass,"Rs 1,00,500",Rs 0
Baharaich,MATERA,GEN,SULTAN AHMAD KHAN,M,GEN,25,BSP,33482,3,1,Post Graduate,"Rs 2,38,000",Rs 0
Mau,MAU,GEN,ALTAF ANSARI,M,GEN,45,SP,72016,3,1,10th Pass,"Rs 45,32,436","Rs 35,000"
Jhansi,MAURANIPUR,SC,PRAGEELAL AHIRWAR,M,SC,62,BSP,77919,3,1,Literate,"Rs 1,19,41,890","Rs 5,81,316"
Muzaffarnagar,MEERAPUR,GEN,AVTAR SINGH BHADANA,M,GEN,60,BJP,69035,1,1,8th Pass,"Rs 12,04,09,690",Rs 0
Meerut,MEERUT CANTT.,GEN,SATYA PRAKASH AGRAWAL,M,GEN,77,BJP,132518,1,1,Illiterate,"Rs 4,76,71,078","Rs 28,70,000"
Gonda,MEHNAUN,GEN,ARSHAD ALI KHAN,M,GEN,52,BSP,47926,2,1,Post Graduate,"Rs 13,15,429",Rs 0
Gonda,MEHNAUN,GEN,VINAY KUMAR,M,GEN,42,BJP,84304,1,1,Graduate,"Rs 3,00,91,914","Rs 4,33,059"
Lalitpur,MEHRONI,SC,FERAN LAL,M,SC,54,BSP,59727,2,1,8th Pass,"Rs 2,67,35,622","Rs 98,84,759"
Lalitpur,MEHRONI,SC,MANOHAR LAL,M,SC,62,BJP,159291,1,1,10th Pass,"Rs 1,38,23,000","Rs 7,37,000"
Allahabad,MEJA,GEN,RAM SEWAK SINGH,M,GEN,62,SP,47964,2,1,10th Pass,"Rs 1,74,91,196",Rs 0
Sant Kabir Nagar,MENHDAWAL,GEN,RAKESH KUMAR SINGH,M,GEN,47,BJP,86976,1,1,Others,"Rs 6,73,19,377","Rs 4,50,000"
Rampur,MILAK,SC,CHANDRAPAL SINGH,M,SC,66,IND,7914,4,1,Post Graduate,"Rs 2,74,60,472","Rs 43,51,352"
Faizabad,MILKIPUR,SC,AWADHESH PRASAD,M,SC,72,SP,58684,2,1,Post Graduate,"Rs 2,72,61,151","Rs 10,00,000"
Ghaziabad,MODI NAGAR,GEN,WAHAB,M,GEN,56,BSP,42049,2,1,10th Pass,"Rs 7,72,49,000",Rs 0
Unnao,MOHAN,SC,RADHE LAL RAWAT S/O MUNNU,M,SC,51,BSP,50789,2,1,Post Graduate,"Rs 1,90,25,101",Rs 0
Lucknow,MOHANLALGANJ,SC,R.K. CHAUDHARY,M,SC,58,IND,55684,3,1,Graduate Professional,"Rs 72,10,787",Rs 0
Moradabad,MORADABAD NAGAR,GEN,ATEEQ AHMED SAIFI,M,GEN,48,BSP,24650,3,1,8th Pass,"Rs 1,31,85,139","Rs 29,53,449"
Azamgarh,MUBARAKPUR,GEN,AKHILESH YADAV,M,GEN,54,SP,70017,2,1,12th Pass,"Rs 20,90,843",Rs 0
Mau,MUHAMMADABAD-GOHNA,GEN,RAJENDRA KUMAR,M,SC,57,BSP,72955,2,1,Graduate,"Rs 2,07,87,906","Rs 6,00,000"
Mau,MUHAMMADABAD-GOHNA,GEN,SHRIRAM SONKAR,M,SC,53,BJP,73493,1,1,12th Pass,"Rs 1,19,75,000","Rs 1,50,000"
Jaunpur,MUNGRA BADSHAHPUR,GEN,SEEMA,F,GEN,47,BJP,63637,2,1,Post Graduate,"Rs 1,49,90,700","Rs 13,00,000"
Saharanpur,NAKUR,GEN,NAVEEN,M,GEN,38,BSP,65328,3,1,Graduate Professional,"Rs 2,14,01,685","Rs 9,55,725"
Banda,NARAINI,SC,RAJ KARAN KABIR,M,SC,42,BJP,92412,1,1,Post Graduate,"Rs 33,20,750","Rs 1,50,000"
Bareilly,NAWABGANJ,GEN,BHAGWAT SARAN GANGWAR,M,GEN,60,SP,54569,2,1,12th Pass,"Rs 2,67,24,479",Rs 0
Bijnor,NEHTAUR,SC,CHANDRAPAL SINGH,M,SC,55,RLD,6486,4,1,Post Graduate,"Rs 2,74,60,472","Rs 43,51,352"
Kheri,NIGHASAN,GEN,GIRJASHANKAR SINGH ALIAS G.S. SINGH,M,GEN,58,BSP,40674,3,1,Graduate Professional,"Rs 4,07,71,554","Rs 18,50,000"
Kheri,NIGHASAN,GEN,PATEL RAMKUMAR VERMA,M,GEN,62,BJP,107487,1,1,Graduate Professional,"Rs 2,08,62,306","Rs 29,94,550"
Azamgarh,NIZAMABAD,GEN,VINOD KUMAR RAI,M,GEN,54,BJP,43786,3,1,Post Graduate,"Rs 1,59,72,601","Rs 36,08,931"
Bijnor,NOORPUR,GEN,GOHAR IQBAL,M,GEN,46,BSP,45902,3,1,Graduate Professional,"Rs 1,17,16,350","Rs 41,00,000"
Bijnor,NOORPUR,GEN,NAIM UL HASAN,M,GEN,47,SP,66436,2,1,Graduate,"Rs 4,67,40,611","Rs 2,92,891"
Jalaun,ORAI,SC,GAURISHANKAR,M,SC,51,BJP,140485,1,1,10th Pass,"Rs 26,12,679","Rs 3,38,589"
Kushinagar,PADRAUNA,GEN,JAVED IQBAL,M,GEN,46,BSP,53097,2,1,12th Pass,"Rs 8,69,00,953",Rs 0
Kushinagar,PADRAUNA,GEN,RAJENDRA,M,GEN,47,PECP,8329,4,1,Not Given,"Rs 40,02,000","Rs 8,00,000"
Kushinagar,PADRAUNA,GEN,SWAMI PRASAD MAURYA,M,GEN,62,BJP,93649,1,1,Post Graduate,"Rs 1,27,80,203",Rs 0
Baharaich,PAYAGPUR,GEN,BHAGAT RAM,M,GEN,64,INC,4239,4,1,Post Graduate,"Rs 2,11,51,673","Rs 20,000"
Baharaich,PAYAGPUR,GEN,SUBHASH TRIPATHI,M,GEN,63,BJP,102254,1,1,Post Graduate,"Rs 2,79,55,402","Rs 6,00,000"
Maharajganj,PHARENDA,GEN,VIRENDRA CHAUDHARY,M,GEN,42,INC,73958,2,1,Graduate Professional,"Rs 2,15,24,000",Rs 0
Azamgarh,PHOOLPUR PAWAI,GEN,RAM SURAT,M,GEN,56,NINSHAD,4012,4,1,Graduate Professional,"Rs 18,24,500",Rs 0
Azamgarh,PHOOLPUR PAWAI,GEN,SHYAM BAHADUR,M,GEN,44,SP,38099,3,1,Post Graduate,"Rs 1,90,09,289","Rs 17,10,000"
Allahabad,PHULPUR,GEN,MANSOOR ALAM,M,GEN,59,SP,67299,2,1,Graduate Professional,"Rs 86,25,847","Rs 22,26,857"
Gorakhpur,PIPRAICH,GEN,AFATAB ALAM URF GUDDU BHAIYA,M,GEN,35,BSP,69930,2,1,Graduate,"Rs 3,97,00,218","Rs 1,00,23,062"
Pratapgarh,PRATAPGARH,GEN,SANGAM LAL GUPTA,M,GEN,45,ADAL,80828,1,1,8th Pass,"Rs 23,02,98,400","Rs 40,47,159"
Barabanki,RAM NAGAR,GEN,ARVINDA KUMAR SINGH,M,GEN,51,SP,66210,2,1,Graduate Professional,"Rs 2,13,11,940",Rs 0
Barabanki,RAM NAGAR,GEN,RAJ LUXMI VERMA,F,GEN,66,PECP,3137,4,1,Graduate Professional,"Rs 90,36,799",Rs 0
Kushinagar,RAMKOLA,SC,PURNWASI,M,SC,59,SP,47053,2,1,10th Pass,"Rs 96,25,305","Rs 23,12,702"
Rampur,RAMPUR,GEN,MOHAMMAD AZAM KHAN,M,GEN,62,SP,102100,1,1,Graduate Professional,"Rs 3,13,21,262",Rs 0
Rampur,RAMPUR,GEN,SHIV BAHADUR SAXENA,M,GEN,64,BJP,55258,2,1,12th Pass,"Rs 1,90,45,660","Rs 12,07,687"
Pratapgarh,RAMPUR KHAS,GEN,KAMARUDDIN,M,GEN,66,CPI,3472,4,1,10th Pass,"Rs 1,35,15,000",Rs 0
Ballia,RASARA,GEN,UMA SHANKER SINGH,M,GEN,46,BSP,92272,1,1,12th Pass,"Rs 40,19,86,172","Rs 82,41,877"
Hamirpur,RATH,SC,ANIL KUMAR AHIRWAR,M,SC,48,BSP,38710,3,1,Post Graduate,"Rs 4,27,59,021","Rs 11,00,000"
Sonbhadra,ROBERTSGANJ,GEN,BHUPESH CHAUBEY,M,GEN,42,BJP,89932,1,1,Graduate,"Rs 12,00,032",Rs 0
Varanasi,ROHANIYA,GEN,MAHENDRA SINGH  PATEL,M,GEN,49,SP,62332,2,1,Literate,"Rs 1,57,54,091","Rs 9,93,330"
Deoria,RUDRAPUR,GEN,CHANDRIKA NISHAD,M,GEN,56,BSP,23081,3,1,10th Pass,"Rs 3,12,62,897","Rs 81,829"
Hathras,SADABAD,GEN,DR ANIL CHAUDHARY,M,GEN,55,RLD,64775,2,1,Graduate Professional,"Rs 73,57,415","Rs 10,00,000"
Sultanpur,SADAR,GEN,ARUN VERMA,M,GEN,31,SP,49692,3,1,12th Pass,"Rs 60,26,353",Rs 0
Unnao,SAFIPUR,SC,RAM BARAN,M,SC,52,BSP,56832,2,1,Graduate,"Rs 1,87,79,585","Rs 10,00,000"
Gorakhpur,SAHAJANWA,GEN,DEVNARAYAN SINGH URF G.M. SINGH,M,GEN,44,BSP,54143,3,1,12th Pass,"Rs 4,08,58,274","Rs 8,50,000"
Gorakhpur,SAHAJANWA,GEN,SHIVAJI SINGH,M,GEN,52,NINSHAD,15780,4,1,Graduate Professional,"Rs 2,12,31,000",Rs 0
Rae Bareli,SALON,SC,SURESH CHAUDHARY,M,SC,49,INC,61973,2,1,12th Pass,"Rs 1,94,87,939","Rs 47,56,877"
Sambhal,SAMBHAL,GEN,IQBAL MAHMOOD,M,GEN,64,SP,79248,1,1,Graduate,"Rs 5,17,34,976",Rs 0
Rae Bareli,SARENI,GEN,ASHOK KUMAR SINGH,M,GEN,60,INC,42232,3,1,Graduate Professional,"Rs 1,27,10,000","Rs 35,00,000"
Varanasi,SEVAPURI,GEN,NEEL RATAN SINGH PATEL &AMP;QUOT;NEELU&AMP;QUOT;,M,GEN,45,ADAL,103423,1,1,12th Pass,"Rs 1,38,08,953",Rs 0
Varanasi,SEVAPURI,GEN,VIBHUTI NARAYAN SINGH,M,GEN,63,IND,2789,4,1,Graduate,"Rs 1,24,11,374","Rs 15,85,932"
Jaunpur,SHAHGANJ,GEN,DR. SURYABHAN YADAV,M,GEN,34,NINSHAD,21446,4,1,Post Graduate,"Rs 1,81,39,104","Rs 18,00,000"
Budaun,SHEKHUPUR,GEN,ASHISH YADAV,M,GEN,40,SP,70316,2,1,12th Pass,"Rs 3,46,28,427",Rs 0
Firozabad,SHIKOHABAD,GEN,SHAILESH KUMAR,M,GEN,47,BSP,37512,3,1,10th Pass,"Rs 5,18,27,000","Rs 60,00,000"
Siddharthnagar,SHOHRATGARH,GEN,CHAUDHARY RAVINDRA PRATAP,M,GEN,60,RLD,8543,4,1,Graduate,"Rs 10,95,83,638",Rs 0
Shrawasti,SHRAWASTI,GEN,SUBHASH,M,GEN,44,BSP,53014,3,1,12th Pass,"Rs 9,22,46,190","Rs 20,17,970"
Sitapur,SIDHAULI,SC,HAR GOVIND BHARGAV,M,SC,42,BSP,78506,1,1,Doctorate,"Rs 7,59,47,726","Rs 78,05,410"
Ballia,SIKANDERPUR,GEN,SANJAY YADAV,M,GEN,37,BJP,69536,1,1,Graduate,"Rs 1,75,14,373",Rs 0
Kaushambi,SIRATHU,GEN,ASHISH KUMAR,M,GEN,43,BMUP,4453,4,1,Post Graduate,"Rs 1,32,75,000","Rs 50,000"
Kanpur Nagar,SISHAMAU,GEN,SURESH AWASTHI,M,GEN,52,BJP,67204,2,1,Post Graduate,"Rs 5,83,87,727","Rs 10,39,041"
Maharajganj,SISWA,GEN,SHIVENDRA SINGH,M,GEN,59,SP,54698,2,1,Graduate,"Rs 6,28,46,982",Rs 0
Meerut,SIWALKHAS,GEN,NADEEM AHAMAD,M,GEN,34,BSP,42524,4,1,10th Pass,"Rs 2,84,46,495","Rs 5,50,000"
Rampur,SUAR,GEN,ARSHAD WARSI,M,GEN,34,MNDP,1283,4,1,Literate,"Rs 8,71,500",Rs 0
Rampur,SUAR,GEN,NAWAB KAZIM ALI KHAN,M,GEN,56,BSP,42233,3,1,Post Graduate,"Rs 97,23,60,731","Rs 1,17,85,000"
Gonda,TARABGANJ,GEN,PREM NARAYAN PANDEY,M,GEN,58,BJP,100294,1,1,12th Pass,"Rs 59,04,554","Rs 10,47,657"
Gonda,TARABGANJ,GEN,VINOD KUMAR ALIS PANDIT SINGH,M,GEN,50,SP,61852,2,1,12th Pass,"Rs 2,09,93,164","Rs 25,00,000"
Moradabad,THAKURDWARA,GEN,RAJPAL SINGH CHAUHAN,M,GEN,61,BJP,94456,2,1,Post Graduate,"Rs 2,88,63,074","Rs 28,90,000"
Shahjahanpur,TILHAR,GEN,ROSHAN LAL VERMA,M,GEN,52,BJP,81770,1,1,8th Pass,"Rs 2,49,83,350","Rs 16,44,797"
Amethi,TILOI,GEN,MAYANKESHWAR SHARAN SINGH,M,GEN,46,BJP,96119,1,1,Graduate,"Rs 32,71,29,454",Rs 0
Amethi,TILOI,GEN,VINOD KUMAR MISHRA,M,GEN,59,INC,35837,3,1,Graduate,"Rs 2,63,17,365","Rs 19,79,543"
Banda,TINDWARI,GEN,DALJEET SINGH,M,GEN,46,INC,42089,3,1,Graduate,"Rs 5,07,37,782","Rs 2,10,00,657"
Banda,TINDWARI,GEN,RAMKARAN SINGH BACHCHAN,M,GEN,45,LD,4688,4,1,Graduate,"Rs 3,36,79,589","Rs 45,00,000"
Kannauj,TIRWA,GEN,KAILASH SINGH RAJPUT,M,GEN,60,BJP,100426,1,1,Graduate Professional,"Rs 1,75,22,002",Rs 0
Rae Bareli,UNCHAHAR,GEN,MANOJ KUMAR PANDEY,M,GEN,42,SP,59103,1,1,Doctorate,"Rs 10,44,43,182","Rs 1,02,12,959"
Rae Bareli,UNCHAHAR,GEN,UTKRIST MAURYA,M,GEN,31,BJP,57169,2,1,Graduate,"Rs 2,47,13,776","Rs 13,05,677"
Unnao,UNNAO,SC,PANKAJ GUPTA,M,SC,47,BJP,119669,1,1,Graduate,"Rs 4,83,70,123","Rs 52,95,253"
Varanasi,VARANASI CANTT.,GEN,SAURABH KUMAR SRIVASTAVA,M,GEN,41,BJP,132609,1,1,Graduate,"Rs 3,77,58,942","Rs 2,23,108"
Varanasi,VARANASI SOUTH,GEN,DR. NEELKANTH TIWARI,M,GEN,45,BJP,92560,1,1,Doctorate,"Rs 38,57,470","Rs 4,69,644"
Varanasi,VARANASI SOUTH,GEN,RAJESH MISHRA,M,GEN,56,INC,75334,2,1,Doctorate,"Rs 1,48,92,575","Rs 30,34,266"
Jaunpur,ZAFRABAD,GEN,SHACHINDRA NATH TRIPATHI,M,GEN,65,SP,61124,2,1,12th Pass,"Rs 6,24,23,525","Rs 2,39,40,983"
Ghazipur,ZAHOORABAD,GEN,OM PRAKASH RAJBHAR,M,GEN,50,SBSP,86583,1,1,Graduate,"Rs 1,68,45,133","Rs 2,50,000"
Barabanki,ZAIDPUR,SC,UPENDRA SINGH,M,SC,49,BJP,111064,1,1,Post Graduate,"Rs 2,56,59,543","Rs 38,24,148"
Agra,AGRA CANTT,SC,DR. GIRRAJ SINGH DHARMESH,M,SC,63,BJP,113178,1,2,Graduate Professional,"Rs 2,34,94,000","Rs 1,50,000"
Agra,AGRA RURAL,SC,NARAYAN SINGH SUMAN,M,SC,63,RLD,17446,4,2,8th Pass,"Rs 8,82,73,403","Rs 65,31,925"
Agra,AGRA SOUTH,GEN,ZULFIQAR AHMAD BHUTTO,M,GEN,44,BSP,57657,2,2,Graduate,"Rs 7,28,42,986",Rs 0
Sambhal,ASMOLI,GEN,NARENDRA SINGH,M,GEN,65,BJP,76484,2,2,12th Pass,"Rs 1,90,79,562","Rs 13,00,000"
Azamgarh,ATRAULIYA,GEN,DR.SANGRAM YADAV,M,GEN,46,SP,74276,1,2,Doctorate,"Rs 1,60,00,521",Rs 0
Sant Ravidas Nagar,AURAI,SC,BAIJNATH GAUTAM,M,SC,48,BSP,49059,3,2,Graduate,"Rs 32,27,861",Rs 0
Sant Ravidas Nagar,AURAI,SC,SURESH KUMAR PASI,M,SC,25,NINSHAD,3508,4,2,12th Pass,"Rs 8,70,126",Rs 0
Fatehpur,AYAH SHAH,GEN,AYODHYA PRASAD,M,GEN,61,SP,29238,2,2,12th Pass,"Rs 3,36,16,337","Rs 95,57,847"
